id;name;weight;lemmawordid;dishid
863;Вода;1000;7;107
864;Лосось атлантический (семга);500;76;107
865;Картофель;250;2;107
866;Сливки 9% жирности;200;72;107
867;Лук репчатый;100;4;107
868;Морковь;80;3;107
869;Соль поваренная пищевая;3;48;107
870;Перец черный горошек;1;21;107
871;Лавровый лист;1;51;107
872;Лук зеленый;40;4;107
873;Укроп и другие пряные травы;20;14;107
874;Картофель;200;2;108
875;Огурец соленый;150;19;108
876;Лук репчатый;80;4;108
877;Лосось атлантический (семга);500;76;108
878;Вода;2000;7;108
879;Томатная паста;20;65;108
880;Рис бурый;100;13;108
881;Морковь;80;3;108
882;Масло оливковое;10;8;108
883;Соль поваренная пищевая;1;48;108
884;Перец черный молотый;1;21;108
885;Говядина вырезка;1000;82;109
886;Масло оливковое;68;8;109
887;Лук репчатый;100;4;109
888;Паприка сушёная, молотая;20;83;109
889;Перец чили;1;21;109
890;Мука пшеничная;50;29;109
891;Вино сухое;100;117;109
892;Говяжий бульон;1500;47;109
893;Морковь;150;3;109
894;Охотничьи колбаски;150;118;109
895;Шампиньоны;200;0;109
896;Перец Болгарский красный;200;21;109
897;Горошек замороженный;100;23;109
898;Брусника;100;119;109
899;Томатная паста;75;65;109
900;Сахар-песок;25;52;109
901;Соль поваренная пищевая;1;48;109
902;Перец черный горошек;1;21;109
903;Фасоль зерно;250;42;110
904;Вода;2000;7;110
905;Лук репчатый;80;4;110
906;Хлеб зерновой;120;28;110
907;Масло оливковое;17;8;110
908;Соль поваренная пищевая;1;48;110
909;Перец черный молотый;1;21;110
910;Паприка сушёная, молотая;1;83;110
911;Тмин;1;120;110
912;Яйцо куриное;240;26;110
913;Сок тыквенный;500;40;111
914;Перец Болгарский красный;280;21;111
915;Огурец грунтовый;280;19;111
916;Лук репчатый;140;4;111
917;Чеснок;2;11;111
918;Масло оливковое;80;8;111
919;Сок лимонный;50;40;111
920;Соус табаско перечный красный;1;88;111
921;Тыква;150;53;112
922;Сельдерей черешковый;70;50;112
923;Морковь;120;3;112
924;Чечевица зерно;150;32;112
925;Масло топленое;10;8;112
926;Вода;1000;7;112
927;Сок лимонный;5;40;112
928;Соль поваренная пищевая;5;48;112
929;Имбирь порошок;3;68;112
930;Куркума;3;24;112
931;Паприка сушёная, молотая;3;83;112
932;Крупа манная;50;20;113
933;Вода;200;7;113
934;Соль поваренная пищевая;1;48;113
935;Сахар-песок;3;52;113
936;Тыква;300;53;114
937;Картофель;200;2;114
938;Морковь;100;3;114
939;Масло топленое;40;8;114
940;Горошек замороженный;70;23;114
941;Вода;500;7;114
942;Сыр Адыгейский;120;31;114
943;Укроп и другие пряные травы;10;14;114
944;Соль поваренная пищевая;5;48;114
945;Перец черный молотый;2;21;114
946;Белый гриб;250;74;115
947;Картофель;300;2;115
948;Крупа перловая;100;20;115
949;Морковь;120;3;115
950;Огурец соленый;210;19;115
951;Лук репчатый;120;4;115
952;Вода;2500;7;115
953;Рассол огуречный;500;121;115
954;Масло топленое;40;8;115
955;Лавровый лист;3;51;115
956;Говядина вырезка;500;82;116
957;Нут;250;82;116
958;вода питьевая;5000;7;116
959;Томатная паста;50;65;116
960;Морковь;200;3;116
961;Лук репчатый;200;4;116
962;Перец сладкий;150;21;116
963;Масло подсолнечное;50;8;116
964;Вода;1500;7;117
965;Картофель;200;2;117
966;Лук репчатый;75;4;117
967;Капуста белокочанная;150;10;117
968;Морковь;70;3;117
969;Щавель;100;89;117
970;Крапива;50;122;117
971;Масло топленое;65;8;117
972;Яйцо куриное;140;26;117
973;Помидоры;1000;5;118
974;Овощной бульон;400;47;118
975;Масло оливковое;15;8;118
976;Чеснок;30;11;118
977;Сахар-песок;5;52;118
978;Перец черный молотый;2;21;118
979;Соль поваренная пищевая;5;48;118
980;Вода;1500;7;119
981;Картофель;200;2;119
982;Капуста белокочанная;200;10;119
983;Щавель;30;89;119
984;Маслины средние и мелкие;125;123;119
985;Огурец соленый;150;19;119
986;Рассол огуречный;100;121;119
987;Масло оливковое;60;8;119
988;Лук репчатый;70;4;119
989;Морковь;70;3;119
990;Томатная паста;50;65;119
991;Лимон;50;39;119
992;Картофель;200;2;120
993;Крупа ячневая;120;20;120
994;Морковь;75;3;120
995;Масло топленое;50;8;120
996;Сельдерей черешковый;70;50;120
997;Вода;1500;7;120
998;Лук репчатый;70;4;120
999;Соль поваренная пищевая;7;48;120
1000;Перец черный молотый;2;21;120
1001;Белый гриб;200;74;121
1002;Лисички;200;124;121
1003;Картофель;400;2;121
1004;Морковь;120;3;121
1005;Лук репчатый;120;4;121
1006;Крупа перловая;70;20;121
1007;Масло оливковое;45;8;121
1008;Лавровый лист;2;51;121
1009;Вода;3000;7;121
1010;Соль поваренная пищевая;7;48;121
1011;Перец черный молотый;2;21;121
1012;Свекла;200;9;122
1013;Ботва свекольная;60;125;122
1014;Свекольный квас;250;95;122
1015;Огурец грунтовый;180;19;122
1016;Простокваша 2.5%;500;126;122
1017;Лук зеленый;50;4;122
1018;Укроп и другие пряные травы;50;14;122
1019;Яйцо куриное;185;26;122
1020;Кукуруза Консервы;200;92;123
1021;Лук репчатый;80;4;123
1022;Морковь;75;3;123
1023;Куриный бульон;1000;47;123
1024;Масло топленое;50;8;123
1025;Сливки, 20,0% жирности;100;72;123
1026;Соль поваренная пищевая;5;48;123
1027;Перец черный молотый;3;21;123
1028;Сыворотка творожная;500;41;124
1029;Овощной бульон;750;47;124
1030;Картофель;300;2;124
1031;Лук репчатый;70;4;124
1032;Мука кукурузная;50;29;124
1033;Соль поваренная пищевая;7;48;124
1034;Перец черный молотый;2;21;124
1035;Петрушка;15;6;124
1036;Малина;750;127;125
1037;Вино полусухое;250;117;125
1038;Вода;500;7;125
1039;Подсластитель Эритрит;30;128;125
1040;Сливки 30% жирности;250;72;125
1041;Куриный бульон;1000;47;126
1042;Шампиньоны;500;0;126
1043;Масло топленое;50;8;126
1044;Мука пшеничная;10;29;126
1045;Лук репчатый;75;4;126
1046;Сливки, 10,0% жирности;250;72;126
1047;Яйцо куриное;90;26;126
1048;Соль поваренная пищевая;3;48;126
1049;Петрушка;30;6;126
1050;Молоко 2,5%;700;30;127
1051;Макароны из муки в/с;180;37;127
1052;Сахар-песок;20;52;127
1053;Соль поваренная пищевая;3;48;127
1054;Масло сливочное 72%;25;8;127
1055;Ванильный сахар;2;129;127
1056;Баранина;500;69;128
1057;Вода;1000;7;128
1058;Макароны отварные;800;37;128
1059;Морковь;85;3;128
1060;Лук репчатый;80;4;128
1061;Помидоры;180;5;128
1062;Перец Болгарский красный;120;21;128
1063;Масло оливковое;45;8;128
1064;Томатная паста;40;65;128
1065;Чеснок;30;11;128
1066;Петрушка;15;6;128
1067;Укроп и другие пряные травы;15;14;128
1068;Соль поваренная пищевая;7;48;128
1069;Вода;1300;7;129
1070;Фасоль белая;150;22;129
1071;Картофель;180;2;129
1072;Помидоры;160;5;129
1073;Томатная паста;50;65;129
1074;Чеснок;15;11;129
1075;Лук репчатый;70;4;129
1076;Перец Болгарский красный;200;21;129
1077;Говядина вырезка;350;82;129
1078;Перец чили;40;21;129
1079;Масло оливковое;45;8;129
1080;Петрушка;30;6;129
1081;Соль поваренная пищевая;10;48;129
1082;Соль поваренная пищевая;10;48;130
1083;Сахар-песок;20;52;130
1084;Рис круглозёрный;100;13;130
1085;Крупа пшено;100;20;130
1086;Вода;120;7;130
1087;Молоко 2,5%;900;30;130
1088;Овощной бульон;1500;47;131
1089;Свекла;250;9;131
1090;Фасоль красная, консервированная;185;9;131
1091;Томатная паста;40;65;131
1092;Картофель;100;2;131
1093;Морковь;80;3;131
1094;Лук репчатый;80;4;131
1095;Масло оливковое;45;8;131
1096;Петрушка;5;6;131
1097;Соль поваренная пищевая;10;48;131
1098;Укроп и другие пряные травы;20;14;131
1099;Лук репчатый;50;4;132
1100;Куриная грудка, без кожи;400;12;132
1101;Картофель;300;2;132
1102;Морковь;150;3;132
1103;Вода;2500;7;132
1104;Крупа перловая;100;20;132
1105;Соль поваренная пищевая;20;48;132
1106;Перец черный горошек;2;21;132
1107;Лавровый лист;3;51;132
1108;Сахар-песок;5;52;133
1109;Масло сливочное 72%;3;8;133
1110;Молоко 3.6%;150;30;133
1111;Вода;200;7;133
1112;Гречневая крупа ядрица;50;20;133
1113;Соль поваренная пищевая;1;48;133
1114;Яйцо куриное;100;26;133
1115;Масло подсолнечное;5;8;133
1116;Тыква;300;53;134
1117;Масло сливочное 72%;40;8;134
1118;Сливки 30% жирности;300;72;134
1119;Имбирь порошок;2;68;134
1120;Корица;2;54;134
1121;Семя тыквы;30;109;134
1122;Соль поваренная пищевая;3;48;134
1123;Куриный бульон;500;47;135
1124;Шампиньоны;250;0;135
1125;Лук репчатый;75;4;135
1126;Топленое масло Гхи;40;8;135
1127;Бекон;150;130;135
1128;Сливки, 35,0% жирности;250;72;135
1129;Сыр Пармезан;70;31;135
1130;Перец черный молотый;2;21;135
1131;Соль поваренная пищевая;3;48;135
1132;Брокколи;150;48;136
1133;Шпинат;150;96;136
